# name,kind,label,seat_name,population,parent
基希讷乌副公社,县,副省会,-,500000,基希讷乌副省区 (Chișinău Subprefecture District)
基希讷乌公社,县,-,-,900000,基希讷乌副省区 (Chișinău Subprefecture District)
塞瓦斯托波尔副省区 (Sevastopol Subprefecture District),县,-,塞瓦斯托波尔副副省会,1600000,克里米亚省 (Crimea Province)
塞瓦斯托波尔副公社,县,副省会,-,500000,塞瓦斯托波尔副省区 (Sevastopol Subprefecture District)
塞瓦斯托波尔公社,县,-,-,500000,塞瓦斯托波尔副省区 (Sevastopol Subprefecture District)
日德兰省 (Jutland Province),行省,-,日德兰省会,7200000,斯堪的纳维亚-卡尔马大区 (Scandinavia-Kalmar Region)
日德兰公社,县,省会,-,700000,日德兰省 (Jutland Province)
西兰岛省 (Zealand Province),行省,-,西兰岛省会,6400000,斯堪的纳维亚-卡尔马大区 (Scandinavia-Kalmar Region)
西兰岛公社,县,省会,-,700000,西兰岛省 (Zealand Province)
约塔兰省 (Götaland Province),行省,-,约塔兰省会,7600000,斯堪的纳维亚-卡尔马大区 (Scandinavia-Kalmar Region)
约塔兰公社,县,省会,-,700000,约塔兰省 (Götaland Province)
斯维阿兰省 (Svealand Province),行省,-,斯维阿兰省会,7000000,斯堪的纳维亚-卡尔马大区 (Scandinavia-Kalmar Region)
斯维阿兰公社,县,省会,-,700000,斯维阿兰省 (Svealand Province)
诺尔兰省 (Norrland Province),行省,-,诺尔兰省会,5000000,斯堪的纳维亚-卡尔马大区 (Scandinavia-Kalmar Region)
诺尔兰公社,县,省会,-,700000,诺尔兰省 (Norrland Province)
挪威峡湾省 (Norwegian Fjord Province),行省,-,挪威峡湾省会,4500000,斯堪的纳维亚-卡尔马大区 (Scandinavia-Kalmar Region)
挪威峡湾公社,县,省会,-,700000,挪威峡湾省 (Norwegian Fjord Province)
特罗姆瑟省 (Tromsø Province),行省,-,特罗姆瑟省会,3800000,斯堪的纳维亚-卡尔马大区 (Scandinavia-Kalmar Region)
特罗姆瑟公社,县,省会,-,700000,特罗姆瑟省 (Tromsø Province)
芬兰湖区省 (Finnish Lakes Province),行省,-,芬兰湖区省会,4200000,斯堪的纳维亚-卡尔马大区 (Scandinavia-Kalmar Region)
芬兰湖区公社,县,省会,-,700000,芬兰湖区省 (Finnish Lakes Province)
拉普兰省 (Lapland Province),行省,-,拉普兰省会,3600000,斯堪的纳维亚-卡尔马大区 (Scandinavia-Kalmar Region)
拉普兰公社,县,省会,-,700000,拉普兰省 (Lapland Province)
冰岛省 (Iceland Province),行省,-,冰岛省会,2700000,斯堪的纳维亚-卡尔马大区 (Scandinavia-Kalmar Region)
冰岛公社,县,省会,-,700000,冰岛省 (Iceland Province)
哥本哈根广域市 (Copenhagen Metropolitan City),行省,-,哥本哈根中心城市,1600000,斯堪的纳维亚-卡尔马大区 (Scandinavia-Kalmar Region)
哥本哈根公社,县,中心城市,-,1000000,哥本哈根广域市 (Copenhagen Metropolitan City)
斯德哥尔摩广域市 (Stockholm Metropolitan City),行省,-,斯德哥尔摩中心城市,1800000,斯堪的纳维亚-卡尔马大区 (Scandinavia-Kalmar Region)
斯德哥尔摩公社,县,中心城市,-,1000000,斯德哥尔摩广域市 (Stockholm Metropolitan City)
奥斯陆广域市 (Oslo Metropolitan City),行省,-,奥斯陆中心城市,1200000,斯堪的纳维亚-卡尔马大区 (Scandinavia-Kalmar Region)
奥斯陆公社,县,中心城市,-,1000000,奥斯陆广域市 (Oslo Metropolitan City)
赫尔辛基广域市 (Helsinki Metropolitan City),行省,-,赫尔辛基中心城市,1300000,斯堪的纳维亚-卡尔马大区 (Scandinavia-Kalmar Region)
赫尔辛基公社,县,中心城市,-,1000000,赫尔辛基广域市 (Helsinki Metropolitan City)
日德兰副省区 (Jutland Subprefecture District),县,-,日德兰副副省会,3100000,日德兰省 (Jutland Province)
日德兰副公社,县,副省会,-,500000,日德兰副省区 (Jutland Subprefecture District)
奥胡斯公社,县,-,-,1100000,日德兰副省区 (Jutland Subprefecture District)
雷克雅未克公社,县,-,-,500000,冰岛省 (Iceland Province)
卡斯蒂利亚省 (Castile Province),行省,-,卡斯蒂利亚省会,12000000,伊比利亚大区 (Iberian Union Region)
卡斯蒂利亚公社,县,省会,-,700000,卡斯蒂利亚省 (Castile Province)
安达卢西亚省 (Andalusia Province),行省,-,塞维利亚省会,11000000,伊比利亚大区 (Iberian Union Region)
塞维利亚公社,县,省会,-,700000,安达卢西亚省 (Andalusia Province)
加利西亚省 (Galicia Province),行省,-,克拉科夫省会,6000000,伊比利亚大区 (Iberian Union Region)
阿斯图里亚斯省 (Asturias Province),行省,-,阿斯图里亚斯省会,5000000,伊比利亚大区 (Iberian Union Region)
阿斯图里亚斯公社,县,省会,-,700000,阿斯图里亚斯省 (Asturias Province)
巴斯克省 (Basque Province),行省,-,毕尔巴鄂省会,5200000,伊比利亚大区 (Iberian Union Region)
毕尔巴鄂公社,县,省会,-,700000,巴斯克省 (Basque Province)
阿拉贡省 (Aragon Province),行省,-,萨拉戈萨省会,5500000,伊比利亚大区 (Iberian Union Region)
萨拉戈萨公社,县,省会,-,700000,阿拉贡省 (Aragon Province)
葡萄牙北部省 (Northern Portugal Province),行省,-,布拉加省会,7000000,伊比利亚大区 (Iberian Union Region)
布拉加公社,县,省会,-,700000,葡萄牙北部省 (Northern Portugal Province)
阿连特茹省 (Alentejo Province),行省,-,埃武拉省会,4500000,伊比利亚大区 (Iberian Union Region)
埃武拉公社,县,省会,-,700000,阿连特茹省 (Alentejo Province)
巴利阿里群岛省 (Balearic Islands Province),行省,-,帕尔马省会,3800000,伊比利亚大区 (Iberian Union Region)
帕尔马公社,县,省会,-,700000,巴利阿里群岛省 (Balearic Islands Province)
马德里广域市 (Madrid Metropolitan City),行省,-,马德里中心城市,6500000,伊比利亚大区 (Iberian Union Region)
马德里公社,县,中心城市,-,1000000,马德里广域市 (Madrid Metropolitan City)
巴塞罗那广域市 (Barcelona Metropolitan City),行省,-,巴塞罗那中心城市,5600000,伊比利亚大区 (Iberian Union Region)
巴塞罗那公社,县,中心城市,-,1000000,巴塞罗那广域市 (Barcelona Metropolitan City)
里斯本广域市 (Lisbon Metropolitan City),行省,-,里斯本中心城市,4200000,伊比利亚大区 (Iberian Union Region)
里斯本公社,县,中心城市,-,1000000,里斯本广域市 (Lisbon Metropolitan City)
波尔图广域市 (Porto Metropolitan City),行省,-,波尔图中心城市,2500000,伊比利亚大区 (Iberian Union Region)
波尔图公社,县,中心城市,-,1000000,波尔图广域市 (Porto Metropolitan City)
瓦伦西亚广域市 (Valencia Metropolitan City),行省,-,瓦伦西亚中心城市,3100000,伊比利亚大区 (Iberian Union Region)
瓦伦西亚公社,县,中心城市,-,1000000,瓦伦西亚广域市 (Valencia Metropolitan City)
塞维利亚副省区 (Seville Subprefecture District),县,-,塞维利亚副副省会,5000000,安达卢西亚省 (Andalusia Province)
塞维利亚副公社,县,副省会,-,500000,塞维利亚副省区 (Seville Subprefecture District)
塞维利亚公社,县,-,-,1400000,塞维利亚副省区 (Seville Subprefecture District)
毕尔巴鄂副省区 (Bilbao Subprefecture District),县,-,毕尔巴鄂副副省会,2600000,巴斯克省 (Basque Province)
毕尔巴鄂副公社,县,副省会,-,500000,毕尔巴鄂副省区 (Bilbao Subprefecture District)
毕尔巴鄂公社,县,-,-,800000,毕尔巴鄂副省区 (Bilbao Subprefecture District)
萨拉戈萨副省区 (Zaragoza Subprefecture District),县,-,萨拉戈萨副副省会,3000000,阿拉贡省 (Aragon Province)
萨拉戈萨副公社,县,副省会,-,500000,萨拉戈萨副省区 (Zaragoza Subprefecture District)
萨拉戈萨公社,县,-,-,1000000,萨拉戈萨副省区 (Zaragoza Subprefecture District)
布拉加副省区 (Braga Subprefecture District),县,-,布拉加副副省会,2400000,葡萄牙北部省 (Northern Portugal Province)
布拉加副公社,县,副省会,-,500000,布拉加副省区 (Braga Subprefecture District)
布拉加公社,县,-,-,750000,布拉加副省区 (Braga Subprefecture District)
埃武拉副省区 (Évora Subprefecture District),县,-,埃武拉副副省会,1800000,阿连特茹省 (Alentejo Province)
埃武拉副公社,县,副省会,-,500000,埃武拉副省区 (Évora Subprefecture District)
埃武拉公社,县,-,-,600000,埃武拉副省区 (Évora Subprefecture District)
帕尔马副省区 (Palma Subprefecture District),县,-,帕尔马副副省会,1700000,巴利阿里群岛省 (Balearic Islands Province)
帕尔马副公社,县,副省会,-,500000,帕尔马副省区 (Palma Subprefecture District)
帕尔马公社,县,-,-,550000,帕尔马副省区 (Palma Subprefecture District)
东南英格兰省 (South East England Province),行省,-,东南英格兰省会,14000000,联合王国-凯尔特大区 (United Kingdom & Celtic Realm Region)
东南英格兰公社,县,省会,-,700000,东南英格兰省 (South East England Province)
西南英格兰省 (South West England Province),行省,-,西南英格兰省会,9000000,联合王国-凯尔特大区 (United Kingdom & Celtic Realm Region)
西南英格兰公社,县,省会,-,700000,西南英格兰省 (South West England Province)
约克郡省 (Yorkshire Province),行省,-,约克郡省会,8500000,联合王国-凯尔特大区 (United Kingdom & Celtic Realm Region)
约克郡公社,县,省会,-,700000,约克郡省 (Yorkshire Province)
高地与群岛省 (Highlands and Islands Province),行省,-,高地与群岛省会,4800000,联合王国-凯尔特大区 (United Kingdom & Celtic Realm Region)
高地与群岛公社,县,省会,-,700000,高地与群岛省 (Highlands and Islands Province)
威尔士省 (Wales Province),行省,-,卡迪夫省会,4200000,联合王国-凯尔特大区 (United Kingdom & Celtic Realm Region)
卡迪夫公社,县,省会,-,700000,威尔士省 (Wales Province)
阿尔斯特省 (Ulster Province),行省,-,贝尔法斯特省会,5000000,联合王国-凯尔特大区 (United Kingdom & Celtic Realm Region)
贝尔法斯特公社,县,省会,-,700000,阿尔斯特省 (Ulster Province)
伦斯特省 (Leinster Province),行省,-,伦斯特省会,4500000,联合王国-凯尔特大区 (United Kingdom & Celtic Realm Region)
伦斯特公社,县,省会,-,700000,伦斯特省 (Leinster Province)
芒斯特省 (Munster Province),行省,-,科克省会,3200000,联合王国-凯尔特大区 (United Kingdom & Celtic Realm Region)
科克公社,县,省会,-,700000,芒斯特省 (Munster Province)
康诺特省 (Connacht Province),行省,-,戈尔韦省会,2600000,联合王国-凯尔特大区 (United Kingdom & Celtic Realm Region)
戈尔韦公社,县,省会,-,700000,康诺特省 (Connacht Province)
伦敦广域市 (London Metropolitan City),行省,-,伦敦中心城市,8000000,联合王国-凯尔特大区 (United Kingdom & Celtic Realm Region)
伦敦公社,县,中心城市,-,1000000,伦敦广域市 (London Metropolitan City)
曼彻斯特广域市 (Manchester Metropolitan City),行省,-,曼彻斯特中心城市,3000000,联合王国-凯尔特大区 (United Kingdom & Celtic Realm Region)
曼彻斯特公社,县,中心城市,-,1000000,曼彻斯特广域市 (Manchester Metropolitan City)
伯明翰广域市 (Birmingham Metropolitan City),行省,-,伯明翰中心城市,2800000,联合王国-凯尔特大区 (United Kingdom & Celtic Realm Region)
伯明翰公社,县,中心城市,-,1000000,伯明翰广域市 (Birmingham Metropolitan City)
爱丁堡广域市 (Edinburgh Metropolitan City),行省,-,爱丁堡中心城市,1800000,联合王国-凯尔特大区 (United Kingdom & Celtic Realm Region)
爱丁堡公社,县,中心城市,-,1000000,爱丁堡广域市 (Edinburgh Metropolitan City)
都柏林广域市 (Dublin Metropolitan City),行省,-,都柏林中心城市,2100000,联合王国-凯尔特大区 (United Kingdom & Celtic Realm Region)
都柏林公社,县,中心城市,-,1000000,都柏林广域市 (Dublin Metropolitan City)
卡迪夫副省区 (Cardiff Subprefecture District),县,-,卡迪夫副副省会,2200000,威尔士省 (Wales Province)
卡迪夫副公社,县,副省会,-,500000,卡迪夫副省区 (Cardiff Subprefecture District)
卡迪夫公社,县,-,-,800000,卡迪夫副省区 (Cardiff Subprefecture District)
贝尔法斯特副省区 (Belfast Subprefecture District),县,-,贝尔法斯特副副省会,2600000,阿尔斯特省 (Ulster Province)
贝尔法斯特副公社,县,副省会,-,500000,贝尔法斯特副省区 (Belfast Subprefecture District)
贝尔法斯特公社,县,-,-,900000,贝尔法斯特副省区 (Belfast Subprefecture District)
科克副省区 (Cork Subprefecture District),县,-,科克副副省会,1800000,芒斯特省 (Munster Province)
科克副公社,县,副省会,-,500000,科克副省区 (Cork Subprefecture District)
科克公社,县,-,-,600000,科克副省区 (Cork Subprefecture District)
戈尔韦副省区 (Galway Subprefecture District),县,-,戈尔韦副副省会,1500000,康诺特省 (Connacht Province)
戈尔韦副公社,县,副省会,-,500000,戈尔韦副省区 (Galway Subprefecture District)
戈尔韦公社,县,-,-,500000,戈尔韦副省区 (Galway Subprefecture District)
